switch_name,phase,p,q,c_mag,current_rating,is_closed
632645,1,230.64508320857973,136.84898068048489,259.3065059097313,700.0,true
632645,2,465.3224574159906,294.03846413508444,531.6713512822063,700.0,true
632645,3,295.32245581569987,62.39861107115305,292.0223629661509,700.0,true
671692,1,0.0,0.0,0.0,700.0,true
671692,2,0.0,0.0,0.0,700.0,true
671692,3,0.0,0.0,0.0,700.0,true
632633,1,491.6362969574595,27.967406927246877,476.1234740464118,700.0,true
632633,2,166.49746016923135,-84.24039008038618,180.23314156831646,700.0,true
632633,3,318.2979916382071,23.60897430307625,308.788337470389,700.0,true
646611,1,230.64508320857973,136.8493500892516,259.7842680764597,700.0,true
646611,2,180.32245767396716,103.03883381990396,201.31531496011831,700.0,true
646611,3,180.32245604266282,-3.6010197725080526,174.78255817705724,700.0,true
