load_id,pd,qd,pshed,qshed,z_demand
1,37.79293756483576,25.982644575824583,122.20706243516425,84.01735542417542,0.2362058597802235
2,-6.191811374782821e-7,-5.463362977749548e-7,68.00000061918114,60.000000546336295,-9.105604962915914e-9
3,1154.9999999169727,659.9999999525558,8.302753604896493e-8,4.7444256395396065e-8,0.9999999999281148
4,-4.416218407014218e-6,-1.7300649429540236e-6,485.0000044162184,190.00000173006495,-9.105604962915914e-9
5,127.99999654682603,85.99999767989874,3.453173981717607e-6,2.3201012643649653e-6,0.9999999730220783
6,-2.0363181516239005e-6,-1.1686695478884993e-6,230.00000203631816,132.00000116866954,-8.85355718097348e-9
7,109.70941100996045,80.66868456614738,60.29058899003955,44.331315433852616,0.6453494765291791
8,113.83125922439861,66.15833869452227,3.168740775601389,1.8416613054777229,0.9729167455076804
9,28.34470317362682,21.258527380220112,91.65529682637317,68.7414726197799,0.2362058597802235
10,64.21250520350691,36.970836329291856,1.7874947964930956,1.0291636707081437,0.9729167455076804
11,28.34470317362682,21.258527380220112,91.65529682637317,68.7414726197799,0.2362058597802235
12,-2.640625439245615e-6,-1.930388252138174e-6,290.00000264062544,212.00000193038827,-9.105604962915914e-9
13,-1.497233734943717e-6,-1.3298958469205956e-6,170.00000149723374,151.00000132989584,-8.807257264374805e-9
14,16.539584673630568,9.729167455076803,0.4604153263694307,0.2708325449231969,0.9729167455076804
15,169.99999957364477,79.99999979936224,4.263552049984526e-7,2.006377521287923e-7,0.9999999974920281
