load_id,pd,qd,pshed,qshed,z_demand
1,159.99999997722583,109.99999998434275,2.277416996419023e-8,1.565723535004107e-8,0.9999999998576614
2,26.22514980100273,23.13983805970829,41.77485019899727,36.86016194029171,0.38566396766180483
3,547.8308085965153,313.0461763408659,607.1691914034847,346.9538236591341,0.47431238839525136
4,187.04702431597534,73.27615385574292,297.95297568402464,116.72384614425708,0.38566396766180483
5,50.42618042913784,33.880089975826984,77.57381957086216,52.119910024173016,0.39395453460263935
6,229.99999998678553,131.99999999241604,1.32144793922065e-8,7.583957527973809e-9,0.9999999999425457
7,169.999999996347,124.99999999731395,3.653013902843497e-9,2.6860421838233745e-9,0.9999999999785116
8,117.00000107631233,68.00000062554905,-1.07631234085955e-6,-6.255490587378668e-7,1.0000000091992507
9,119.99999998291938,89.99999998718953,1.708062759561248e-8,1.2810465576041507e-8,0.9999999998576614
10,66.00000060715054,38.00000034957153,-6.071505388011885e-7,-3.4957153249451544e-7,1.0000000091992507
11,119.99999998291938,89.99999998718953,1.708062804056859e-8,1.2810466020134107e-8,0.9999999998576614
12,111.8425506219234,81.76076114430262,178.1574493780766,130.23923885569738,0.38566396766180483
13,169.99999989154583,150.99999990366717,1.084541716247611e-7,9.633280575242442e-8,0.9999999993620343
14,17.000000156387262,10.000000091992508,-1.5638726460119997e-7,-9.199250763439854e-8,1.0000000091992507
15,-1.6851922628677805e-6,-7.930316531142496e-7,170.00000168519227,80.00000079303166,-9.91289566392812e-9
