switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,-1.4072203163787943e-23,-0.00041834805229729375,0.00041834805229729375,264.0,true
632645,2,240.3927389201701,158.20013262543802,287.77760664834096,264.0,true
632645,3,115.00000113599718,65.99959377214599,132.59316211391763,264.0,true
671692,1,5.114181842323849e-6,0.002909445867491842,0.0029094503623057866,70.0,true
671692,2,3.8440537254840725e-6,0.0028909061937357583,0.002890908749464226,70.0,true
671692,3,-75.47680970048063,0.23475468835817392,75.47717477705609,70.0,true
632633,1,340.7892587673156,2.7565676965555586,340.80040721314003,310.0,true
632633,2,133.94761732487032,-114.0291170972792,175.91078344716365,310.0,true
632633,3,336.26922155202243,-6.359563099223711,336.32935257871287,310.0,true
646611,1,0.0,0.0,0.0,264.0,true
646611,2,0.0,0.0,0.0,264.0,true
646611,3,0.0,0.0,0.0,264.0,true
