switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,196.71159481945097,125.26050616224381,233.20730250237312,264.0,true
632645,2,238.7115941876263,164.26043549614872,289.76665762123565,264.0,true
632645,3,238.71159418911975,89.65890313463909,254.99400799159494,264.0,true
671692,1,0.0,0.0,0.0,70.0,true
671692,2,0.0,0.0,0.0,70.0,true
671692,3,0.0,0.0,0.0,70.0,true
632633,1,337.8524396508813,-0.7094538079061996,337.8531845384293,310.0,true
632633,2,133.01848727509926,-126.36889060600734,183.47483334220198,310.0,true
632633,3,260.5200159012048,-13.274101581101766,260.8579698954,310.0,true
646611,1,196.71159481945097,125.26091653001086,233.20752291971672,264.0,true
646611,2,68.71159359907,39.260851536686886,79.13720716773828,264.0,true
646611,3,238.71159529471038,89.65930840528688,254.99415152481427,264.0,true
