switch_name,phase,p,q,c_mag,current_rating,is_closed
sw1,1,1120.0,389.3489964961956,1168.3525114872339,1441.066271897306,true
sw1,2,757.5,189.04452751615528,769.279972191581,1441.066271897306,true
sw1,3,902.5,255.08643290132528,924.0991164062615,1441.066271897306,true
sw6,1,-0.0,-0.0,0.0,1441.066271897306,true
sw6,2,-0.0,-0.0,0.0,1441.066271897306,true
sw6,3,-0.0,-0.0,0.0,1441.066271897306,true
sw3,1,220.0,139.97727265827993,266.2293193802585,1441.066271897306,true
sw3,2,275.0,174.9732316368923,324.35011773235016,1441.066271897306,true
sw3,3,200.0,124.98219100758898,237.63254348655065,1441.066271897306,true
sw4,1,447.5,12.032855413228512,463.442624185689,1441.066271897306,true
sw4,2,367.5,-50.76490008561808,368.2069413694671,1441.066271897306,true
sw4,3,330.0,-67.22427306030636,339.67443340927497,1441.066271897306,true
sw5,1,80.0,39.97957356498573,93.03786821154678,1441.066271897306,true
sw5,2,80.0,39.98443155749005,88.9249620848487,1441.066271897306,true
sw5,3,100.0,49.98217995352135,113.0061049817134,1441.066271897306,true
sw2,1,660.0,129.41194648401168,682.3003158007945,1441.066271897306,true
sw2,2,442.5,-5.89990698855654,437.97583398547334,1441.066271897306,true
sw2,3,422.5,-9.851612172198562,423.3979297958508,1441.066271897306,true
