switch_name,phase,p,q,c_mag,current_rating,is_closed
sw1,1,1120.000011198091,478.71153934458766,1200.1508955294316,1441.066271897306,true
sw1,2,762.0000076180909,303.4823190679014,808.1790080009329,1441.066271897306,true
sw1,3,910.0000090980909,364.73310058885147,965.9917864275249,1441.066271897306,true
sw6,1,5.69807485502161e-23,6.1200505987825476e-24,5.885911965769333e-23,1441.066271897306,true
sw6,2,-3.613256250104707e-24,7.068762200165756e-24,8.153483331268229e-24,1441.066271897306,true
sw6,3,-3.760714074331662e-24,7.221794945913322e-24,8.362698199722324e-24,1441.066271897306,true
sw3,1,226.80184910571273,139.44731551411448,273.3201747717576,1441.066271897306,true
sw3,2,226.00236428639494,145.2075848082838,275.69819122582516,1441.066271897306,true
sw3,3,167.5140483194428,105.7003482866447,203.3427842743008,1441.066271897306,true
sw4,1,436.25029502672623,101.68614828848085,459.8631129047378,1441.066271897306,true
sw4,2,341.57132330901,57.175638581616894,355.50734778626764,1441.066271897306,true
sw4,3,356.25386493195475,58.95139216028372,370.64617020869224,1441.066271897306,true
sw5,1,106.01486995698404,52.98648010910209,121.61243256180104,1441.066271897306,true
sw5,2,63.249437809170885,31.610164901648893,72.5477393910396,1441.066271897306,true
sw5,3,76.83569559430698,38.40063460757759,88.13648118250688,1441.066271897306,true
sw2,1,605.6384788832224,195.52371713014728,652.3051560982306,1441.066271897306,true
sw2,2,476.2924214223227,128.44902320651386,505.7405084812685,1441.066271897306,true
sw2,3,495.699089696354,135.68145721127618,526.8577330238094,1441.066271897306,true
