switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,128.0,85.9971964000581,153.00141622304125,200.0,true
670671,2,0.0,-0.0027791071335256804,0.0027745179455549987,200.0,true
670671,3,170.0,-18.589800984637062,171.9878939708633,200.0,true
671692,1,0.0,0.0,0.0,200.0,false
671692,2,0.0,0.0,0.0,200.0,false
671692,3,0.0,0.0,0.0,200.0,false
632645,1,0.0,-0.0003520326617945102,0.0003490932590222782,200.0,true
632645,2,115.0,65.99965295048591,132.2754488490202,200.0,true
632645,3,115.0,65.99965635598812,132.97212935332635,200.0,true
632633,1,160.0,109.99941533069642,192.5433117724689,200.0,true
632633,2,120.0,89.99942172030966,149.64019905202153,200.0,true
632633,3,120.0,89.99942814296917,150.42833976183766,200.0,true
634675,1,0.0,0.0,0.0,200.0,false
634675,2,0.0,0.0,0.0,200.0,false
634675,3,0.0,0.0,0.0,200.0,false
646611,1,0.0,0.0,0.0,200.0,false
646611,2,0.0,0.0,0.0,200.0,false
646611,3,0.0,0.0,0.0,200.0,false
