load_id,pd_served,pshed,qd_served,qshed
1,159.99999464318574,5.3568142561744025e-6,109.99999631719021,3.6828097904617607e-6
2,67.99999772333877,2.2766612346458714e-6,59.99999799118127,2.0088187326905427e-6
3,1154.999997923862,2.0761378891620552e-6,659.9999988136356,1.1863644431286957e-6
4,484.99998376206406,1.6237935938079318e-5,189.99999363874673,6.3612532699153235e-6
5,127.99999977055273,2.2944726651985548e-7,85.99999984584012,1.541598777521358e-7
6,4.254999915304786e-5,229.99995745000084,2.441999951392312e-5,131.9999755800005
7,3.144999911099657e-5,169.9999685500009,2.3124999346321008e-5,124.99997687500066
8,117.00000028984667,-2.898466675560485e-7,68.00000016845789,-1.6845788763930614e-7
9,119.99999598238946,4.0176105358114e-6,89.9999969867921,3.01320790185855e-6
10,66.00000016350317,-1.6350317366686795e-7,38.00000009413819,-9.413818702341814e-8
11,119.99999598238837,4.017611630047213e-6,89.99999698679127,3.0132087260881235e-6
12,289.99999029071375,9.709286246106785e-6,211.99999290217696,7.097823043977769e-6
13,169.99999377075946,6.229240540278624e-6,150.9999944669687,5.533031298909918e-6
14,17.000000042114532,-4.2114532305959074e-8,10.000000024773254,-2.4773253670673512e-8
15,169.99999969530876,3.046912411264202e-7,79.99999985661589,1.4338411347125657e-7
