load_id,pd_served,pshed,qd_served,qshed
1,-1.5999965518924653e-6,160.00000159999655,-1.0999976294260699e-6,110.00000109999763
2,-6.799984724872544e-7,68.00000067999848,-5.999986521946363e-7,60.00000059999865
3,-1.1549976702028761e-5,1155.0000115499768,-6.599986686873577e-6,660.0000065999867
4,-4.849989883633816e-6,485.00000484998986,-1.8999960368874742e-6,190.00000189999605
5,-1.279997220384695e-6,128.0000012799972,-8.599981324459669e-7,86.00000085999814
6,-2.2999948883306644e-6,230.0000022999949,-1.3199970663462944e-6,132.00000131999707
7,-1.699996211887194e-6,170.0000016999962,-1.2499972146229368e-6,125.00000124999721
8,-1.1699974577095108e-6,117.00000116999746,-6.799985224294592e-7,68.00000067999852
9,-1.1999974001908482e-6,120.0000011999974,-8.999980501431363e-7,90.00000089999806
10,-6.599985089660134e-7,66.0000006599985,-3.7999914152588646e-7,38.00000037999914
11,-1.1999973931507517e-6,120.0000011999974,-8.999980448630637e-7,90.00000089999804
12,-2.899993795526856e-6,290.0000028999938,-2.1199954643161844e-6,212.00000211999546
13,-1.6999963355092989e-6,170.00000169999635,-1.5099967450700243e-6,151.00000150999674
14,-1.6999931888308487e-7,17.000000169999318,-9.999959934299109e-8,10.0000000999996
15,-1.699996294713359e-6,170.0000016999963,-7.999982563356983e-7,80.00000079999826
