load_id,pd,qd,pshed,qshed,z_demand
1,159.99999773312322,109.99999844152221,2.2668767850426763e-6,1.558477786499768e-6,0.9999999858320201
2,59.567448367039134,52.559513265034525,8.432551632960873,7.44048673496547,0.8759918877505755
3,1154.999999844707,659.9999999112612,1.5529311537712104e-7,8.873883774760284e-8,0.9999999998655472
4,424.8560655590291,166.43845867260933,60.14393444097088,23.561541327390664,0.8759918877505755
5,-1.2301967475799025e-6,-8.26538439780247e-7,128.00000123019674,86.00000082653844,-9.610912090467988e-9
6,229.99999919680263,131.99999953903455,8.031973806492123e-7,4.60965451589117e-7,0.9999999965078376
7,41.75062858139469,30.698991603966686,128.24937141860528,94.30100839603331,0.2455919328317335
8,31.69978957831886,18.423809327569938,85.30021042168114,49.576190672430066,0.2709383724642638
9,119.99999829984242,89.9999987248818,1.7001575767788048e-6,1.2751181825845099e-6,0.9999999858320201
10,17.881932582641408,10.295658153642023,48.11806741735859,27.704341846357973,0.2709383724642638
11,119.99999829984242,89.9999987248818,1.7001575714498427e-6,1.2751181830885555e-6,0.9999999858320201
12,254.03764744766687,185.710280203122,35.96235255233311,26.289719796877975,0.8759918877505755
13,67.0759913755755,59.57926292771707,102.92400862442449,91.42073707228292,0.39456465515044414
14,4.605952331892484,2.7093837246426378,12.394047668107516,7.290616275357363,0.2709383724642638
15,-1.6496369514753324e-6,-7.762997418707447e-7,170.00000164963694,80.00000077629974,-9.703746773384308e-9
