load_id,pd_served,pshed,qd_served,qshed
1,160.0,0.0,110.0,0.0
2,46.4974828730671,21.5025171269329,41.02719077035333,18.97280922964667
3,540.9626094153454,614.0373905846546,309.1214910944831,350.8785089055169
4,331.6364587270227,153.36354127297727,129.9194374394522,60.080562560547804
5,50.32260056267236,77.67739943732764,33.8104972530455,52.1895027469545
6,230.0,0.0,132.0,0.0
7,170.0,0.0,125.0,0.0
8,117.0,0.0,68.0,0.0
9,120.0,0.0,90.0,0.0
10,66.0,0.0,38.0,0.0
11,120.0,0.0,90.0,0.0
12,198.2980887233744,91.7019112766256,144.96274072191508,67.03725927808492
13,0.0,170.0,0.0,151.0
14,17.0,0.0,10.0,0.0
15,0.0,170.0,0.0,80.0
