load_id,pd_served,pshed,qd_served,qshed
1,160.0,0.0,110.0,0.0
2,46.499444403015964,21.500555596984036,41.02892153207291,18.971078467927093
3,540.7719165589932,614.2280834410068,309.01252374799617,350.98747625200383
4,331.6504490509227,153.3495509490773,129.92491818489754,60.075081815102465
5,50.31445625347038,77.68554374652962,33.80502529530041,52.19497470469959
6,230.0,0.0,132.0,0.0
7,170.0,0.0,125.0,0.0
8,117.0,0.0,68.0,0.0
9,120.0,0.0,90.0,0.0
10,66.0,0.0,38.0,0.0
11,120.0,0.0,90.0,0.0
12,198.30645407168572,91.69354592831428,144.96885607999096,67.03114392000904
13,0.0,170.0,0.0,151.0
14,17.0,0.0,10.0,0.0
15,0.0,170.0,0.0,80.0
