alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_ratio
0.0,565.6830936384453,7641.119262300712,4025.431515168651,1.3579430600948372
0.05263157894736842,565.6830935371788,7641.119259956395,4025.431515168651,1.3579430605805733
0.10526315789473684,565.6830935371788,7641.119259956395,4025.431515168651,1.3579430600948372
0.15789473684210525,565.6830935371788,7641.119259956395,4025.431515168651,1.3579430600948372
0.21052631578947367,565.6830935034956,7641.119257549576,4025.431515168651,1.3579430605411924
0.2631578947368421,565.6830935089735,7641.1192575771465,4025.431515168651,1.3579430600948372
0.3157894736842105,565.6830895558321,7641.119241887646,4025.431515168651,1.357943060093916
0.3684210526315789,565.6830895558321,7641.119241887646,4025.431515168651,1.357943060093916
0.42105263157894735,565.6830924943247,7641.119242656161,4025.431515168651,1.3579430513041328
0.47368421052631576,565.6830924943247,7641.119242656161,4025.431515168651,1.3579430513041328
0.5263157894736842,565.6830936384453,7641.119262300712,4025.431515168651,1.3579430600948372
0.5789473684210527,565.6830934678131,7641.119258607625,4025.431515168651,1.3579430610567857
0.631578947368421,565.6830934832159,7641.119258709945,4025.431515168651,1.3579430600948372
0.6842105263157895,565.6830934832159,7641.119258709945,4025.431515168651,1.3579430600948372
0.7368421052631579,565.6830934832159,7641.119258709945,4025.431515168651,1.3579430600948372
0.7894736842105263,565.6830936384453,7641.119262300712,4025.431515168651,1.3579430600948372
0.8421052631578947,575.2823472220919,7689.115530218945,4025.431515168651,1.2146897445249198
0.8947368421052632,580.3330978794472,7714.369283505723,4050.6852684554274,1.1625370446471746
0.9473684210526315,586.5853526788478,7745.630557502725,4029.805967372559,1.1197310531286266
1.0,1680.0000000000005,19752.90323728829,4259.713947807402,Inf
