switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,52.3265900075246,57.10298843236482,76.55927541857841,1441.066271897306,true
670671,2,59.280742236543425,59.56373778050513,83.03676310714229,1441.066271897306,true
670671,3,56.19871985005137,54.12302538146657,77.1215355690011,1441.066271897306,true
671692,1,3.8183052309983405,13.00390934807266,13.929599456344732,700.0,true
671692,2,3.592210272510724,12.207664786806513,13.078737220536652,700.0,true
671692,3,3.2876204866627594,16.95424878244334,17.75025507010702,700.0,true
632645,1,6.491732702350966,-12.171206541845297,13.622545084999109,700.0,true
632645,2,4.311490129218439,-12.241536822591186,12.810847999486533,700.0,true
632645,3,7.088924764011257,-15.933692292611246,17.22066843015788,700.0,true
632633,1,13.37457142722007,-10.57524507443564,16.83815085031155,700.0,true
632633,2,1.7043336901568722,-16.646761065992198,16.517486139236368,700.0,true
632633,3,9.897452730839694,-14.974096361918011,17.72425195433662,700.0,true
634675,1,7.4922082647326675,-14.618824638628073,16.897418832921907,1441.066271897306,true
634675,2,-2.707438681708679,-19.95504523243651,20.713951198959457,1441.066271897306,true
634675,3,5.485680358974143,-18.28238053052037,19.634279631641043,1441.066271897306,true
646611,1,6.491732702350966,-12.170879770477438,14.196436220452059,700.0,true
646611,2,-5.688524652042956,-18.787255525257404,20.202167920991634,700.0,true
646611,3,2.088917330062969,-18.80293500506177,19.470672528411747,700.0,true
