load_id,pd,qd,pshed,qshed,z_demand
1,159.9999985589125,109.99999900925233,1.4410875014634595e-6,9.907476690522955e-7,0.999999990993203
2,63.0465008664557,55.62926547040209,4.953499133544307,4.370734529597915,0.9271544245067015
3,1154.999999848503,659.9999999134302,1.5149688991069133e-7,8.65697145497534e-8,0.9999999998688337
4,449.66989588575024,176.1593406562733,35.330104114249814,13.840659343726722,0.9271544245067015
5,5.8947175760167125,3.9605133713862286,122.10528242398328,82.03948662861377,0.04605248106263057
6,229.99999977414996,131.9999998703817,2.258500366864728e-7,1.2961829302733954e-7,0.9999999990180433
7,27.28667201202976,20.06372942061012,142.71332798797022,104.93627057938988,0.16050983536488095
8,51.17302700062489,29.741588342243524,65.82697299937512,38.258411657756476,0.4373762991506401
9,119.99999891918436,89.99999918938828,1.080815637476161e-6,8.106117202245644e-7,0.999999990993203
10,28.866835743942246,16.62029936772432,37.13316425605775,21.379700632275682,0.4373762991506401
11,119.99999891918436,89.99999918938828,1.0808156332573677e-6,8.10611718226163e-7,0.999999990993203
12,268.8747831069434,196.55673799542072,21.125216893056596,15.443262004579296,0.9271544245067015
13,1.9516168703315707e-6,1.7334949848239244e-6,169.99999804838313,150.999998266505,1.1480099237244533e-8
14,7.435397085560881,4.373762991506401,9.564602914439119,5.626237008493598,0.4373762991506401
15,-1.6679359387857248e-6,-7.849110300168116e-7,170.00000166793595,80.00000078491102,-9.811387875210145e-9
