bus_name,phase,voltage_pu
611,A,0.9902743600837886
611,B,1.0142341224469862
611,C,0.9690414865341198
632,A,0.9944102726768751
632,B,1.0198912258554023
632,C,0.9757040420979503
632633,A,0.9944102726768751
632633,B,1.0198912258554023
632633,C,0.9757040420979503
632645,A,0.9944102726768751
632645,B,1.0198912258554023
632645,C,0.9757040420979503
633,A,0.994410259867271
633,B,1.0198912226694477
633,C,0.9757040331946506
634,A,0.9850912070257726
634,B,1.0233813728591499
634,C,0.9635678933686729
645,A,0.9944102636647927
645,B,1.019891214412012
645,C,0.9757040301015533
646,A,0.9902833844181762
646,B,1.0142407182306943
646,C,0.9690514444144342
652,A,0.9793892871240854
652,B,1.012494205058191
652,C,0.964338700521374
670,A,0.9951344377793143
670,B,1.0186211759243433
670,C,0.973826319793518
671,A,0.984693658060741
671,B,1.010807329064244
671,C,0.9646430959739934
671692,A,0.9832689077937904
671692,B,1.023862202559046
671692,C,0.9623726680640418
675,A,0.9850811736386997
675,B,1.023380220977755
675,C,0.9635611441322444
680,A,0.9846936706651113
680,B,1.0108073433385725
680,C,0.9646431097917871
684,A,0.9847004359528997
684,B,1.0108139318531866
684,C,0.9646500147484814
692,A,0.9832689077937904
692,B,1.023862202559046
692,C,0.9623726680640418
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
