load_id,efficiency,proportional,equality_min,min_max,jain
1,1.0000125868715648,8.012135554423253,1.000000471660298,3.9395632499578226,3.1671203610637346
2,1.0004864219284826,1.0092841745898078,1.4997660017470993,4.048394613959787,9.999767784605323
3,1.0000110975421481,7.062131215015838,1.5154187301303468,3.9800234473128393,4.436243579961017
4,1.0000610325428236,7.85084161159215,1.0699408875285497,4.250323435316324,2.426270964304272
5,1.0000216857050528,1.216393910593977,1.0785864647709071,3.9702616387320804,5.73948695796541
6,1.000018795838644,9.985084355967905,1.7335724338748555,4.027320763283836,3.7846475878973584
7,1.0000432241586752,9.97259473798055,1.000481857217026,4.032154150418977,1.000191830541447
8,1.000036871222125,9.912080182227346,1.0000018780060618,4.049163986902949,1.0004751800400193
9,1.0000167879321373,1.014437221641212,2.5189626072727105,3.9586265356212893,1.000514050583174
10,1.0000657132522246,8.067368944140442,1.3022321548533875,4.034922329737893,9.996131008723992
11,1.0000167879222976,9.895026694084656,1.0527289054524622,3.9586265608809943,9.99858193671228
12,1.0001017170097504,1.0033993850168308,2.3639142693423207,4.15446841044844,9.999758870245802
13,9.999975199493335,5.606907638957181,1.77263853271948,3.8357710687955238,6.15423966257514
14,1.0002514703634342,9.20551584363337,9.999999639012279,4.0213008497909835,9.139919983540484
15,1.000044356378245,9.997495789533913,2.466684475399277,4.008081080312767,6.569100130418689
