load_id,pd_served,pshed,qd_served,qshed
1,98.00450450450433,61.995495495495675,67.37809684684672,42.62190315315328
2,61.690090090090116,6.309909909909884,54.432432432432456,5.567567567567544
3,1155.0,0.0,660.0,0.0
4,439.9954954954957,45.004504504504325,172.36936936936945,17.63063063063055
5,0.0,128.0,0.0,86.0
6,98.01306306306333,131.98693693693667,56.25097532314939,75.74902467685061
7,170.0,0.0,125.0,0.0
8,0.0,117.0,0.0,68.0
9,73.50337837837824,46.496621621621756,55.12753378378368,34.87246621621632
10,0.0,66.0,0.0,38.0
11,73.50337837837824,46.496621621621756,55.12753378378368,34.87246621621632
12,263.0900900900902,26.9099099099098,192.32792792792802,19.672072072071984
13,170.0,0.0,151.0,0.0
14,0.0,17.0,0.0,10.0
15,170.0,0.0,80.0,0.0
