load_id,pd_served,pshed,qd_served,qshed
1,159.99999998645427,1.3545729871111689e-8,109.99999999068731,9.312685733675607e-9
2,64.29010303152998,3.7098969684700194,56.726561498408806,3.273438501591194
3,1154.9999999981692,1.8308128346689045e-9,659.9999999989539,1.0461462807143107e-9
4,458.53970544547116,26.460294554528843,179.63411141162788,10.365888588372115
5,127.99999999497163,5.028368832427077e-9,85.99999999662157,3.3784317565732636e-9
6,0.0,230.0,0.0,132.0
7,0.0,170.0,0.0,125.0
8,116.99999999138278,8.617220714768337e-9,67.9999999949917,5.008303105569212e-9
9,119.9999999898407,1.0159297403333767e-8,89.99999999238052,7.619476605214004e-9
10,65.999999995139,4.860993385591428e-9,37.99999999720124,2.7987567818854586e-9
11,119.9999999898407,1.0159297403333767e-8,89.99999999238052,7.619476605214004e-9
12,274.17838057564256,15.821619424357436,200.4338506277111,11.56614937228889
13,3.2525505571196205e-9,169.99999999674745,2.889030200735663e-9,150.99999999711096
14,16.999999998747924,1.252075776392303e-9,9.999999999263485,7.365148491089712e-10
15,169.99999999433993,5.6600697462272365e-9,79.99999999733645,2.6635547101250268e-9
