load_id,pd_served,pshed,qd_served,qshed
1,160.0,0.0,110.0,0.0
2,64.29010301561392,3.709896984386077,56.72656148436523,3.2734385156347727
3,1155.0,0.0,660.0,0.0
4,458.5397053319523,26.46029466804771,179.63411136715655,10.36588863284345
5,128.0,0.0,86.0,0.0
6,0.0,230.0,0.0,132.0
7,0.0,170.0,0.0,125.0
8,117.0,0.0,68.0,0.0
9,120.0,0.0,90.0,0.0
10,66.0,0.0,38.0,0.0
11,120.0,0.0,90.0,0.0
12,274.17838050776527,15.821619492234731,200.43385057809047,11.566149421909529
13,0.0,170.0,0.0,151.0
14,17.0,0.0,10.0,0.0
15,170.0,0.0,80.0,0.0
