bus_name,phase,voltage_pu
611,A,1.0250108084731817
611,B,1.012558693151539
611,C,1.0177167645475715
632,A,1.0262890135323741
632,B,1.0169584750815457
632,C,1.018199728816739
633,A,1.026289010062558
633,B,1.0169584735476334
633,C,1.018199725829307
634,A,1.024937609336052
634,B,1.0189294161303675
634,C,1.0162774007054116
645,A,1.026289013532374
645,B,1.016958472146272
645,C,1.018199726857924
646,A,1.026855329137253
646,B,1.015267246999569
646,C,1.0171541635779902
652,A,1.024889995012897
652,B,1.012968223561278
652,C,1.0168688274299322
670,A,1.0249318248891925
670,B,1.0132892886871019
670,C,1.0160178361879018
671,A,1.0249318218856234
671,B,1.0132892856815772
671,C,1.016017832725974
675,A,1.0249376078960981
675,B,1.0189294161303672
675,C,1.016277399253256
680,A,1.0249318350690577
680,B,1.0132892997596916
680,C,1.0160178473568389
684,A,1.0249653776473737
684,B,1.0129439189689327
684,C,1.0168743356033467
692,A,1.0231801846386368
692,B,1.019407650884954
692,C,1.0151529400205643
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
