bus_name,phase,voltage_pu
611,A,1.0246595837661632
611,B,0.8840457716848308
611,C,1.0203738939287306
632,A,1.0260916603293087
632,B,0.8892734807894962
632,C,1.0203791070346941
633,A,1.0260916568636675
633,B,0.8892734804494069
633,C,1.0203791043656856
634,A,1.025415174201863
634,B,0.8925269469542333
634,C,1.018298641065021
645,A,1.024659585396412
645,B,0.8840457730941157
645,C,1.0203738954512864
646,A,1.024659583766163
646,B,0.8840457716666735
646,C,1.020373893913015
652,A,1.024632543914859
652,B,0.8844437512218734
652,C,1.0194996253337807
670,A,1.0245870984602714
670,B,0.8848131231878709
670,C,1.0186103885376707
671,A,1.0245870954590997
671,B,0.8848131196905662
671,C,1.0186103850877686
675,A,1.0254151707491084
675,B,0.8925269466226428
675,C,1.018298638403541
680,A,1.024587108972661
680,B,0.8848131317229457
680,C,1.0186103997372775
684,A,1.0246325330800652
684,B,0.8844437409418393
684,C,1.0194996137568406
692,A,1.0236666470705005
692,B,0.8929953467377278
692,C,1.0171792843105925
rg60,A,1.030000000000009
rg60,B,1.0299999999984548
rg60,C,1.030000000000035
