switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,0.0,0.0,0.0,200.0,true
670671,2,0.0,0.0,0.0,200.0,true
670671,3,0.0,0.0,0.0,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,1.7364656187920425e-6,-0.0004477919000866569,0.0004328777727010493,200.0,true
632645,2,172.07583659548692,107.98277928760413,200.23743415220426,200.0,true
632645,3,115.05036966040902,66.18234116004388,129.7851709934531,200.0,true
632633,1,0.0,0.0,0.0,200.0,true
632633,2,0.0,0.0,0.0,200.0,true
632633,3,0.0,0.0,0.0,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
