bus_name,phase,voltage_pu
611,A,1.0203535872719056
611,B,1.0017543954356039
611,C,1.0157027956847788
632,A,1.0215371819688717
632,B,1.0059207770569116
632,C,1.016211326001909
633,A,1.0215371794045103
633,B,1.0059207751051666
633,C,1.0162113240678876
634,A,1.0187868521308814
634,B,1.0040770219321518
634,C,1.0137743455569732
645,A,1.0215371819688717
645,B,1.0059207742835181
645,C,1.0162113241519808
646,A,1.0220747928183556
646,B,1.0043073734499084
646,C,1.0152276863125789
652,A,1.0201941653193347
652,B,1.0021524263387416
652,C,1.0149213934001131
670,A,1.0202752484263018
670,B,1.0024381986992632
670,C,1.0141433250396823
671,A,1.0202752455914392
671,B,1.0024381958605189
671,C,1.0141433217712572
675,A,0.0
675,B,0.0
675,C,0.0
680,A,1.020275257962832
680,B,1.0024382089448673
680,C,1.0141433355535447
684,A,1.020301318802432
684,B,1.002117765401429
684,C,1.0149293562020891
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
