switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,205.09032743623368,-94.26608638920474,219.66830828988677,200.0,true
670671,2,202.40142603001823,-89.48108497525686,218.76595114572896,200.0,true
670671,3,202.95584551356512,-200.73499396203607,278.29246690401243,200.0,true
671692,1,0.35077662674031274,-211.5188410107633,205.8509645392703,200.0,true
671692,2,0.286592787972606,-204.97181334794885,202.62594293517733,200.0,true
671692,3,0.29834695182812254,-210.80927111003572,205.51859626585443,200.0,true
632645,1,2.1821047564671325e-6,-0.00044195389803702807,0.00043034969298651974,200.0,true
632645,2,171.66190765073037,107.67792178581873,200.08347695684097,200.0,true
632645,3,115.04697891013845,66.17108199626779,129.49236776811736,200.0,true
632633,1,160.31204979427721,110.46180043977157,189.56970711716235,200.0,true
632633,2,120.1483391866783,90.25403569675818,148.37643084704092,200.0,true
632633,3,120.27306943538122,90.22535712982273,146.697948494157,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
