bus_name,phase,voltage_pu
611,A,0.0
611,B,0.0
611,C,0.0
632,A,1.0344612155720618
632,B,1.0145511128096998
632,C,1.0226736837175283
633,A,0.0
633,B,0.0
633,C,0.0
634,A,0.0
634,B,0.0
634,C,0.0
645,A,1.0344612155720618
645,B,1.014551109869475
645,C,1.0226736817672997
646,A,1.0350269209086829
646,B,1.0128539038473794
646,C,1.021635537393545
652,A,0.0
652,B,0.0
652,C,0.0
670,A,1.035157295722942
670,B,1.0132618682184709
670,C,1.0209077284012817
671,A,0.0
671,B,0.0
671,C,0.0
675,A,0.0
675,B,0.0
675,C,0.0
680,A,0.0
680,B,0.0
680,C,0.0
684,A,0.0
684,B,0.0
684,C,0.0
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
