bus_name,phase,voltage_pu
611,A,1.0273454590435933
611,B,1.010941566256444
611,C,1.0280067605665844
632,A,1.0269771122712412
632,B,1.0127695842410962
632,C,1.0249200637691407
633,A,1.026977109720505
633,B,1.0127695823025897
633,C,1.0249200618516268
634,A,1.0242378295271115
634,B,1.0109393156795698
634,C,1.0225061796281945
645,A,1.0269771122712412
645,B,1.0127695814714557
645,C,1.0249200619349463
646,A,1.027509902267148
646,B,1.0111670187069592
646,C,1.0239456183599165
652,A,1.0273426381558182
652,B,1.011309890319494
652,C,1.0268752483375478
670,A,1.0275352996968983
670,B,1.0115783369050364
670,C,1.0257440772845967
671,A,1.0275352964354645
671,B,1.0115783336355904
671,C,1.0257440740514703
675,A,1.0288483228022949
675,B,1.0127295551525914
675,C,1.0271871638495318
680,A,1.0275353088889054
680,B,1.0115783468422785
680,C,1.0257440879979185
684,A,1.0274404007963012
684,B,1.011278277257201
684,C,1.0268824404715908
692,A,1.0275352964298863
692,B,1.011578333630961
692,C,1.0257440740467176
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
