load_id,pd_served,pshed,qd_served,qshed
1,128.00000084363606,31.99999915636394,88.00000057999979,21.999999420000208
2,54.400000358545334,13.599999641454666,48.00000031636353,11.999999683636467
3,924.0000060899979,230.9999939100021,528.0000034799988,131.99999652000122
4,388.00000255727184,96.99999744272816,152.00000100181782,37.99999899818218
5,102.40000067490885,25.599999325091147,68.80000045345439,17.199999546545612
6,184.00000121272686,45.99999878727314,105.60000069599975,26.399999304000247
7,136.00000089636333,33.99999910363667,100.00000065909067,24.999999340909326
8,93.60000061690887,23.399999383091128,54.40000035854533,13.599999641454673
9,96.00000063272705,23.99999936727295,72.00000047454529,17.99999952545471
10,52.800000347999884,13.199999652000116,30.40000020036357,7.599999799636429
11,96.00000063272705,23.99999936727295,72.00000047454529,17.99999952545471
12,232.0000015290904,57.99999847090959,169.6000011178178,42.39999888218219
13,136.00000089636333,33.99999910363667,120.80000079618154,30.199999203818464
14,13.600000089636334,3.3999999103636664,8.000000052727255,1.9999999472727445
15,136.00000089636333,33.99999910363667,64.00000042181803,15.99999957818197
