switch_name,phase,p,q,c_mag,current_rating,is_closed
632645,1,472.24622637322545,201.75095328190696,543.6787348954648,700.0,true
632645,2,342.3007526685458,182.85392924655798,403.2999109807849,700.0,true
632645,3,449.9504673065829,205.1152443345948,533.1787831419363,700.0,true
671692,1,8.495199642425566,-73.19766155525475,71.54270100991194,700.0,true
671692,2,-220.64085769982412,-157.71585449901585,263.3139277944178,700.0,true
671692,3,-137.5701791691058,-74.34425322507396,151.81877893868472,700.0,true
632633,1,523.8925378590588,224.17842276715425,603.2883610730942,700.0,true
632633,2,350.8497121039822,149.38175409230251,396.28321967805164,700.0,true
632633,3,494.01626287362745,231.04666458210565,588.0369344673679,700.0,true
646611,1,472.24622637322545,201.7512343592183,558.9042608963871,700.0,true
646611,2,144.04433581342266,50.673182466278526,170.8754238731536,700.0,true
646611,3,365.7041628218198,156.76546328562924,444.5430285166591,700.0,true
