switch_name,phase,p,q,c_mag,current_rating,is_closed
632645,1,385.0,219.99735650397287,451.0412114117796,700.0,true
632645,2,500.0,285.99726636255684,574.3637602969234,700.0,true
632645,3,500.0,193.911148568408,556.8072595416112,700.0,true
671692,1,0.0,0.0,0.0,700.0,false
671692,2,0.0,0.0,0.0,700.0,false
671692,3,0.0,0.0,0.0,700.0,false
632633,1,570.0,265.4245071738712,639.5715047180861,700.0,true
632633,2,68.0,59.91946837229948,90.37303947283459,700.0,true
632633,3,375.0,287.42802041532894,490.56342760519476,700.0,true
646611,1,385.0,219.99768984316827,452.4698594168008,700.0,true
646611,2,385.0,219.9976122191184,444.8684792291657,700.0,true
646611,3,385.0,127.91146810808951,423.07834177074113,700.0,true
