switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,-1.745667619135119e-23,-0.00038115496490401154,0.00038115496490401154,264.0,true
632645,2,228.9823790436543,149.8102015420913,273.63484134622513,264.0,true
632645,3,115.00000114204708,65.99963022776465,132.5931802653232,264.0,true
671692,1,5.110528070097217e-6,0.002657945594664631,0.0026579505077586143,70.0,true
671692,2,3.843118833763666e-6,0.002607488069434086,0.002607490901576354,70.0,true
671692,3,-72.10391771201789,0.4769994329959048,72.10549547628479,70.0,true
632633,1,325.29075724147367,-0.3013567190706479,325.29089683328596,310.0,true
632633,2,143.17478235503856,-61.344965697148574,155.76335614898966,310.0,true
632633,3,290.9375687877654,-8.017207004898356,291.0480107135163,310.0,true
646611,1,0.0,0.0,0.0,264.0,true
646611,2,0.0,0.0,0.0,264.0,true
646611,3,0.0,0.0,0.0,264.0,true
