switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,-1.2766534125828654e-23,-0.00038115496529883227,0.00038115496529883227,264.0,true
632645,2,229.58803225523064,150.25553274361147,274.38547642850074,264.0,true
632645,3,115.00000114336459,65.9996308716642,132.59318058697357,264.0,true
671692,1,3.219390438453505e-6,0.002649172973370282,0.0026491749295413348,70.0,true
671692,2,3.842995068124148e-6,0.002628142799932669,0.002628145609636008,70.0,true
671692,3,-71.94297093177298,0.19694452926907696,71.94324049997707,70.0,true
632633,1,325.28877070527034,1.1760991050503127,325.290896823214,310.0,true
632633,2,132.79307538970858,-106.60395849783646,170.28918004049837,310.0,true
632633,3,320.5457118330679,-8.01836308459104,320.64598472634043,310.0,true
646611,1,0.0,0.0,0.0,264.0,true
646611,2,0.0,0.0,0.0,264.0,true
646611,3,0.0,0.0,0.0,264.0,true
