switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,237.46836006776837,135.6932418275385,273.50297605500043,264.0,true
632645,2,240.20669352525977,137.26475387431765,276.6602036262445,264.0,true
632645,3,269.3454777807889,44.22495025656345,272.9520701994344,264.0,true
671692,1,0.0,0.0,0.0,70.0,true
671692,2,0.0,0.0,0.0,70.0,true
671692,3,0.0,0.0,0.0,70.0,true
632633,1,321.67829368627997,1.2582008488838772,321.6807543175263,310.0,true
632633,2,130.68735505778886,-120.70222270594229,177.8994416465534,310.0,true
632633,3,250.8055586087837,-13.40516574716723,251.16354571826912,310.0,true
646611,1,237.46836006776837,135.69361383437192,273.50316061922746,264.0,true
646611,2,237.46836072935838,135.69356824792587,273.5031385767688,264.0,true
646611,3,266.60714393444835,42.65375420213879,269.99761470135275,264.0,true
