switch_name,phase,p,q,s_mag,current_rating,is_closed
632645,1,1.390090479926204e-22,-0.00038115496510381314,0.00038115496510381314,264.0,true
632645,2,229.75783312880463,150.38038575349515,274.5959255040279,264.0,true
632645,3,115.00000114400889,65.99963052874766,132.59318041684213,264.0,true
671692,1,-7.292783943079791,-4.897194652551122,8.784487071276144,70.0,true
671692,2,3.842882115558692e-6,0.0026333379112259683,0.0026333407152214277,70.0,true
671692,3,-71.97297947149444,0.11698390421141466,71.97307454345692,70.0,true
632633,1,325.26672949242044,3.965127767378288,325.2908968183817,310.0,true
632633,2,130.23139555544114,-113.91799921400418,173.02464256064692,310.0,true
632633,3,320.60688563864863,-10.973768517491303,320.79463635539327,310.0,true
646611,1,0.0,0.0,0.0,264.0,true
646611,2,0.0,0.0,0.0,264.0,true
646611,3,0.0,0.0,0.0,264.0,true
