bus_name,phase,voltage_pu
611,A,1.0272071390399358
611,B,1.0097359763853775
611,C,1.0278451501106314
632,A,1.0268115755988614
632,B,1.0116820650057416
632,C,1.0245725703824133
633,A,1.0268115728920266
633,B,1.0116820629468062
633,C,1.0245725683471452
634,A,1.0239048670875417
634,B,1.0097378315451437
634,C,1.0220092488855266
645,A,1.0268115755988614
645,B,1.0116820620670732
645,C,1.0245725684358082
646,A,1.027377151071732
646,B,1.0099802741469441
646,C,1.0235388720064291
652,A,1.0271968436225167
652,B,1.010128945254428
652,C,1.026644640907085
670,A,1.027409027324532
670,B,1.0104109279215623
670,C,1.0254457283212637
671,A,1.027409023864964
671,B,1.010410924452743
671,C,1.0254457248934226
675,A,1.028803774176895
675,B,1.0116306406460596
675,C,1.0269742218800266
680,A,1.0274090370788072
680,B,1.0104109384414592
680,C,1.0254457396859398
684,A,1.0273068508223986
684,B,1.0100933586244158
684,C,1.0266528071633372
692,A,1.027409023858682
692,B,1.0104109244475465
692,C,1.02544572488807
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
