bus_name,phase,voltage_pu
611,A,1.0251451505259315
611,B,1.0100327771153983
611,C,1.0196285134578782
632,A,1.0264148681642957
632,B,1.0144390660125957
632,C,1.0201169087148623
633,A,1.0264148646967561
633,B,1.0144390639593162
633,C,1.020116905906877
634,A,1.025105367936068
634,B,1.0155401311354428
634,C,1.0187705572949874
645,A,1.0264148681642957
645,B,1.0144390630776472
645,C,1.0201169067597378
646,A,1.0269810876063235
646,B,1.0127432065643736
646,C,1.0190754386677041
652,A,1.0250031426254205
652,B,1.0104489554081373
652,C,1.0187863150905416
670,A,1.0250638046244531
670,B,1.0107633519154617
670,C,1.0179439076490728
671,A,1.025063801622315
671,B,1.0107633489106664
671,C,1.0179439041885656
675,A,1.0251053671777643
675,B,1.0155401311354426
675,C,1.018770556531991
680,A,1.0250638148094824
680,B,1.0107633629338924
680,C,1.017943918855481
684,A,1.0250951031850033
684,B,1.0104192683665676
684,C,1.0187931004355115
692,A,1.0241795773404694
692,B,1.015792495541344
692,C,1.0181801348431667
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
