switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,204.66263166024714,-3.332289066123566,199.99999999990317,200.0,true
670671,2,201.88034391796504,-1.9119370649018868,199.99999999989936,200.0,true
670671,3,202.2965829261151,-2.2406224423475636,199.99999999990078,200.0,true
671692,1,1.3858966107627443e-7,-120.55893611090666,117.7967450899227,200.0,true
671692,2,1.9395617058872324e-8,-117.26931309912548,116.17183927069622,200.0,true
671692,3,8.296987686334424e-8,-117.79386396973283,116.44946017338535,200.0,true
632645,1,0.0,-0.00036286851569012897,0.000354422226558187,200.0,true
632645,2,171.32377285595447,107.41418578434163,199.99999999987494,200.0,true
632645,3,115.0,65.99964443451725,130.72632163117606,200.0,true
632633,1,160.0,109.99939727091075,189.64507671690455,200.0,true
632633,2,120.0,89.99941166889981,148.35889028547004,200.0,true
632633,3,120.0,89.99940827391826,147.88770352833987,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,0.0,0.0,0.0,200.0,true
646611,2,0.0,0.0,0.0,200.0,true
646611,3,0.0,0.0,0.0,200.0,true
