bus_name,phase,voltage_pu
611,A,1.0047946492255218
611,B,0.9720810088181097
611,C,0.9905632645839745
632,A,1.0088024683263659
632,B,0.9928082681173365
632,C,1.0007713991781977
633,A,1.0088024655710386
633,B,0.992808266019143
633,C,1.000771397094271
634,A,1.0058511743117144
634,B,0.9908292724549106
634,C,0.9981363881285048
645,A,1.0047924518074842
645,B,0.969266809647969
645,C,0.9914363148122045
646,A,1.0047946492255215
646,B,0.9720810037293913
646,C,0.9905632625714081
652,A,0.998142411452619
652,B,0.9788880304012443
652,C,0.9914060728715486
670,A,1.0042420837815904
670,B,0.9815012944333947
670,C,0.9933048152418309
671,A,1.0042420749146208
671,B,0.9815012825522447
671,C,0.9933048035406774
675,A,0.08286782529232535
675,B,0.6732400503004251
675,C,0.05463183273758939
680,A,1.0042420878497693
680,B,0.981501296105331
680,C,0.9933048178649503
684,A,1.0033536746012275
684,B,0.9771979151144009
684,C,0.9918169832952994
692,A,0.018104108216157648
692,B,0.6451055608885385
692,C,0.017307012431654105
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
