switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,385.00001603754816,219.99612577770029,437.6818179416721,200.0,true
670671,2,385.0000025349256,219.99614819341156,440.15377294837543,200.0,true
670671,3,385.1525642825051,117.13490328956661,397.69261501714055,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,0.0,0.0,0.0,200.0,true
632645,2,0.0,0.0,0.0,200.0,true
632645,3,0.0,0.0,0.0,200.0,true
632633,1,0.0,0.0,0.0,200.0,true
632633,2,0.0,0.0,0.0,200.0,true
632633,3,0.0,0.0,0.0,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,-1.7783927414984167e-6,0.00043035188962834336,0.0004248561363376131,200.0,true
646611,2,2.914848746785052e-7,0.00042769220440324517,0.00042482613078863725,200.0,true
646611,3,1.4869070770667033e-6,0.0004313026868991299,0.00042507934660373175,200.0,true
