bus_name,phase,voltage_pu
611,A,0.9801747978189775
611,B,1.0208561359737476
611,C,0.9971666453609968
632,A,0.9898311706109095
632,B,1.0245001355599601
632,C,0.9994959210113133
633,A,0.989831159245694
633,B,1.0245001323853358
633,C,0.9994959138382353
634,A,0.9820068551488031
634,B,1.027178769983307
634,C,0.9904865350907146
645,A,0.9898311706109095
645,B,1.0245001326834133
645,C,0.9994959210113133
646,A,0.9898311721845738
646,B,1.0245001343629745
646,C,0.999495922494245
652,A,0.9749629569261833
652,B,1.0228953432438985
652,C,0.9957205634027239
670,A,0.9823823057585301
670,B,1.0207592955527385
670,C,0.9948802305595782
671,A,0.9823822966930981
671,B,1.0207592890143309
671,C,0.994880223849746
675,A,0.9820068465870675
675,B,1.0271787688356886
675,C,0.990486530015154
680,A,0.98238230917372
680,B,1.0207593033810878
680,C,0.9948802381882038
684,A,0.980298243377096
684,B,1.0211979436903735
684,C,0.9960048245395621
692,A,0.9820070918875233
692,B,1.0271790166460553
692,C,0.9904868394161507
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
