bus_name,phase,voltage_pu
611,A,1.0129442117775542
611,B,1.0067466964356764
611,C,1.0146464498409455
632,A,1.017330001253684
632,B,1.0130309422671697
632,C,1.0166275930522823
633,A,0.0
633,B,0.0
633,C,0.0
634,A,0.0
634,B,0.0
634,C,0.0
645,A,1.0129442133945081
645,B,1.0067466980793593
645,C,1.0146464513596236
646,A,1.0129442117775544
646,B,1.0067466964356762
646,C,1.0146464498409455
652,A,1.0130495220830456
652,B,1.0070979904737907
652,C,1.0134642713268318
670,A,1.0131155779477334
670,B,1.0074258011432502
670,C,1.0122657022856962
671,A,1.013115571359995
671,B,1.0074257945183054
671,C,1.0122656956898146
675,A,0.0
675,B,0.0
675,C,0.0
680,A,1.0131155843559247
680,B,1.0074258085122512
680,C,1.0122657102870865
684,A,1.0130495113784261
684,B,1.0070979786668053
684,C,1.0134642598669459
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
