load_id,pd,qd,pshed,qshed,z_demand
1,160.0,110.0,0.0,0.0,1.0
2,2.971360713552605,2.6217888648993575,65.0286392864474,57.37821113510064,0.043696481081655955
3,536.5780568931173,306.61603251035274,618.4219431068827,353.38396748964726,0.46456974622780717
4,21.192793324603137,8.302331405514632,463.80720667539686,181.69766859448538,0.043696481081655955
5,4.5622661664800356e-7,3.065272580603774e-7,127.99999954377338,85.99999969347274,3.564270442562528e-9
6,0.0,0.0,230.0,132.0,0.0
7,0.0,0.0,170.0,125.0,0.0
8,117.0,68.0,0.0,0.0,1.0
9,120.0,90.0,0.0,0.0,1.0
10,66.0,38.0,0.0,0.0,1.0
11,120.0,90.0,0.0,0.0,1.0
12,12.671979513680228,9.263653989311063,277.32802048631976,202.73634601068895,0.043696481081655955
13,50.086172431815406,44.48830610120074,119.91382756818459,106.51169389879925,0.2946245437165612
14,17.0,10.0,0.0,0.0,1.0
15,13.944473021462088,6.562104951276276,156.0555269785379,73.43789504872372,0.08202631189095345
