bus_name,phase,voltage_pu
611,A,0.9858811230123408
611,B,1.03672217195534
611,C,0.9645444863846997
632,A,0.991772363535367
632,B,1.0408916082475486
632,C,0.9751113977674833
633,A,0.9917723506908251
633,B,1.0408916051259145
633,C,0.9751113888590629
634,A,0.9823763085812007
634,B,1.0445711501122035
634,C,0.9630549150704253
645,A,0.0
645,B,0.0
645,C,0.0
646,A,0.0
646,B,0.0
646,C,0.0
652,A,0.9797030977224295
652,B,1.038913723669976
652,C,0.9654164344330508
670,A,0.9862448650580874
670,B,1.0369823111677061
670,C,0.966888780730131
671,A,0.9862448560305691
671,B,1.036982304731588
671,C,0.9668887707712133
675,A,0.9823762985201944
675,B,1.044571148983693
675,C,0.9630549083176613
680,A,0.9862448686200005
680,B,1.0369823195009313
680,C,0.9668887845930885
684,A,0.9850125435813345
684,B,1.0372521058237198
684,C,0.9656945105756234
692,A,0.9805705658213477
692,B,1.045040630767543
692,C,0.9618695529178293
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.03
