load_id,pd_served,pshed,qd_served,qshed
1,96.66165666129892,63.33834333870108,66.45488895464301,43.54511104535699
2,59.11957248034709,8.880427519652912,52.16432865912978,7.8356713408702205
3,1091.6616566812622,63.33834331873777,623.8066609607213,36.193339039278726
4,421.66165666129905,63.33834333870095,165.18704075391096,24.812959246089036
5,64.66165666129898,63.33834333870102,43.44455056931025,42.55544943068975
6,172.15269618230386,57.847303817696144,98.80067780897438,33.199322191025615
7,113.48471462505184,56.515285374948164,83.44464310665576,41.55535689334424
8,53.66165671994665,63.33834328005335,31.18797142697754,36.81202857302246
9,72.49624249597419,47.50375750402581,54.372181871980644,35.627818128019356
10,30.270678149713493,35.72932185028651,17.42857226801686,20.57142773198314
11,72.49624249597419,47.50375750402581,54.372181871980644,35.627818128019356
12,252.12758851912727,37.87241148087273,184.31396126225857,27.686038737741427
13,106.66165667126894,63.33834332873106,94.74064798448006,56.25935201551994
14,7.796992856744385,9.203007143255615,4.586466386320226,5.413533613679774
15,113.04570542501287,56.95429457498713,53.19797902353547,26.802020976464533
