load_id,pd_served,pshed,qd_served,qshed
1,101.45284653452934,58.54715346547066,69.74883199248893,40.25116800751107
2,52.165882433484796,15.834117566515204,46.02871979425129,13.971280205748712
3,1090.6173272462,64.38267275380008,623.2099012835429,36.79009871645712
4,372.06548500353125,112.93451499646875,145.75761268179576,44.24238731820424
5,103.2348552363181,24.765144763681903,69.36091836190123,16.639081638098773
6,183.29748105647226,46.702518943527735,105.19681521501886,26.80318478498114
7,111.84325799108024,58.156742008919764,82.2376896993237,42.762310300676305
8,77.84645066656323,39.15354933343677,45.24409098569487,22.755909014305132
9,76.08963490089701,43.91036509910299,57.06722617567276,32.93277382432724
10,43.91338242729208,22.086617572707922,25.283462609653014,12.716537390346986
11,76.08963490089701,43.91036509910299,57.06722617567276,32.93277382432724
12,222.47214567221457,67.52785432778543,162.6348099396879,49.3651900603121
13,112.79338289637577,57.206617103624225,100.18706363148671,50.81293636851329
14,11.311022746423717,5.688977253576283,6.653542792013951,3.346457207986049
15,137.6072379288915,32.39276207110851,64.75634726065482,15.24365273934518
