load_id,pd_served,pshed,qd_served,qshed
1,108.75827502963217,51.24172497036783,74.77131408287212,35.228685917127876
2,51.272893665642655,16.727106334357345,45.24078852850822,14.759211471491781
3,1086.6174005505034,68.38259944949664,620.924228886002,39.07577111399803
4,365.6963739387748,119.3036260612252,143.2624970069427,46.73750299305729
5,101.45231187687388,26.54768812312612,68.16327204227464,17.83672795772536
6,178.5450025130738,51.4549974869262,102.46930579011192,29.530694209888082
7,106.9869051431155,63.01309485688451,78.66684201699668,46.33315798300332
8,84.90158331088297,32.09841668911703,49.3445099584619,18.6554900415381
9,81.56870627222413,38.431293727775866,61.1765297041681,28.823470295831903
10,47.89320084203655,18.10679915796345,27.57487321208165,10.425126787918352
11,81.56870627222413,38.431293727775866,61.1765297041681,28.823470295831903
12,218.66381122112307,71.33618877887693,159.8507861340624,52.14921386593761
13,115.1022430653186,54.8977569346814,102.23787472272417,48.76212527727583
14,12.336127489615475,4.663872510384525,7.2565455821267495,2.7434544178732505
15,131.4364864501294,38.563513549870606,61.85246421182559,18.14753578817441
