load_id,pd_served,pshed,qd_served,qshed
1,74.46113905248676,85.53886094751324,51.192033098584645,58.807966901415355
2,63.20488772157556,4.79511227842444,55.76901857786079,4.230981422139209
3,1154.9999931867494,6.8132505930407206e-6,659.999996106714,3.893286020684172e-6
4,450.799566837708,34.20043316229197,176.60189216322584,13.398107836774159
5,42.84816092676066,85.15183907323933,28.78860812266732,57.21139187733268
6,215.50285170435527,14.497148295644735,123.67989749989086,8.320102500109144
7,109.70714190098853,60.29285809901147,80.66701610366805,44.33298389633195
8,31.36078612998749,85.63921387001251,18.22678168238589,49.77321831761411
9,55.845854289365064,64.15414571063494,41.8843907170238,48.1156092829762
10,17.69069986819807,48.30930013180193,10.185554469568586,27.814445530431414
11,55.845854289365064,64.15414571063494,41.8843907170238,48.1156092829762
12,269.5502564596605,20.44974354033951,197.05053230844146,14.949467691558539
13,100.66890016703962,69.33109983296038,89.41767014837049,61.58232985162951
14,4.556695420596473,12.443304579403527,2.6804090709391017,7.319590929060898
15,125.7572396812199,44.2427603187801,59.17987749704466,20.820122502955343
