load_id,pd_served,pshed,qd_served,qshed
1,159.8350657894638,0.16493421053618817,109.88660773025637,0.1133922697436276
2,65.39354849425004,2.606451505749959,57.70018984786768,2.2998101521323235
3,455.52808164276473,699.4719183572353,260.30176093872274,399.69823906127726
4,466.4098679369304,18.590132063069575,182.717267851581,7.282732148419001
5,127.99999371659275,6.283407245177841e-6,85.99999577833576,4.22166424129955e-6
6,229.99998691708737,1.3082912630579813e-5,131.99999249154578,7.50845421748636e-6
7,169.9999916754952,8.32450479038016e-6,124.99999387904059,6.120959412214688e-6
8,117.00000039048153,-3.904815315536325e-7,68.00000022694653,-2.2694652557220252e-7
9,119.87629934209785,0.12370065790214824,89.90722450657339,0.09277549342661473
10,66.00000022027163,-2.2027163026905328e-7,38.00000012682306,-1.268230604978271e-7
11,119.87629934209785,0.12370065790214824,89.90722450657339,0.09277549342661473
12,278.88425093136044,11.115749068639559,203.87400412913246,8.125995870867541
13,169.82475612495023,0.17524387504977312,150.84434220510283,0.15565779489716647
14,17.00000005673663,-5.673663139305063e-8,10.00000003337449,-3.3374490726600925e-8
15,158.0843937951905,11.915606204809507,74.39265590361906,5.607344096380942
