load_id,pd_served,pshed,qd_served,qshed
1,106.8039613182492,53.19603868175081,73.42772340629632,36.57227659370368
2,53.43230300121442,14.567696998785578,47.146149706953906,12.853850293046094
3,1060.8772945212077,94.12270547879234,606.2155968692615,53.7844031307385
4,381.09804346454405,103.90195653545595,149.29614073868737,40.70385926131263
5,96.2761555410265,31.723844458973502,64.68554200412717,21.31445799587283
6,171.8146434325706,58.18535656742941,98.60666492651877,33.393335073481225
7,116.1839973458426,53.8160026541574,85.42940981311956,39.57059018688044
8,88.54356042519917,28.456439574800825,51.46121460609867,16.53878539390133
9,80.10297098868689,39.89702901131311,60.07722824151517,29.922771758484828
10,49.94764947062518,16.05235052937482,28.757737573996316,9.242262426003684
11,80.10297098868689,39.89702901131311,60.07722824151517,29.922771758484828
12,227.87305691694388,62.12694308305612,166.58306229790378,45.41693770209622
13,114.66156247061956,55.33843752938044,101.84644666507972,49.153553334920275
14,12.865303651524668,4.134696348475332,7.567825677367451,2.432174322632549
15,132.2165541042294,37.7834458957706,62.21955487257855,17.78044512742145
