load_id,pd_served,pshed,qd_served,qshed
1,159.99999730219142,2.697808582752259e-6,109.9999981452566,1.854743402418535e-6
2,67.99999771758709,2.282412907561593e-6,59.99999798610625,2.0138937486535724e-6
3,399.0001197156698,755.9998802843302,228.00006840895418,431.9999315910458
4,484.99998372102556,1.627897444222981e-5,189.99999362266982,6.377330180384888e-6
5,127.99998922821095,1.0771789050068037e-5,85.99999276270424,7.237295761797213e-6
6,229.99999520842925,4.791570745510398e-6,131.99999725005506,2.7499449402057508e-6
7,169.99999787836634,2.12163365631568e-6,124.99999843997526,1.5600247422753455e-6
8,117.00000039447113,-3.944711295389425e-7,68.00000022926527,-2.2926526810351788e-7
9,119.99999797664356,2.0233564441696217e-6,89.99999848248267,1.5175173331272163e-6
10,66.00000022252217,-2.2252217490859039e-7,38.00000012811883,-1.281188275470413e-7
11,119.99999797664356,2.0233564441696217e-6,89.99999848248267,1.5175173331272163e-6
12,289.99999026618025,9.733819752000272e-6,211.9999928842421,7.1157579100145085e-6
13,169.99999634604617,3.6539538257329696e-6,150.99999675442925,3.2455707525969046e-6
14,17.000000057316317,-5.731631702587947e-8,10.000000033715482,-3.3715481961849036e-8
15,165.5999855231321,4.400014476867909,77.92940495206216,2.070595047937843
