bus_name,phase,voltage_pu
611,A,1.0250218778857605
611,B,1.0169831237636955
611,C,1.0231102360545714
632,A,1.0264464186922313
632,B,1.0173376622097552
632,C,1.0245542444424498
633,A,0.0
633,B,0.0
633,C,0.0
634,A,0.0
634,B,0.0
634,C,0.0
645,A,1.0264464159313371
645,B,1.0173376593704357
645,C,1.0245542409697883
646,A,1.025021880647962
646,B,1.01698312435358
646,C,1.0231102395221605
652,A,1.0176692633034163
652,B,1.0188236550897534
652,C,1.0222734546232206
670,A,1.0271358581746375
670,B,1.0160550955903251
670,C,1.022791600292793
671,A,1.0224218684432482
671,B,1.016871706962348
671,C,1.0222590945484953
675,A,0.0
675,B,0.0
675,C,0.0
680,A,1.0224218815680644
680,B,1.0168717211084581
680,C,1.0222591092815732
684,A,1.0227804375498637
684,B,1.0171817905786396
684,C,1.0226194549654015
692,A,0.0
692,B,0.0
692,C,0.0
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
