bus_name,phase,voltage_pu
611,A,1.0271207607389428
611,B,1.0206196419920766
611,C,1.013481195140023
632,A,1.0284129791455578
632,B,1.0219348712384597
632,C,1.018647548021597
633,A,1.0284129756802363
633,B,1.021934869092746
633,C,1.018647545514813
634,A,1.0273456851410996
634,B,1.0228525156937405
634,C,1.0178007997490706
645,A,1.0284129791455578
645,B,1.0219348683080436
645,C,1.0186475460636373
646,A,1.028976116226911
646,B,1.0202539824306964
646,C,1.017600835400766
652,A,1.0211995372170408
652,B,1.0227890336459127
652,C,1.0141087855226518
670,A,1.0274793378701612
670,B,1.020915581016422
670,C,1.0155170226086425
671,A,1.0274793351512064
671,B,1.0209155804627421
671,C,1.01551701914283
675,A,1.0273456843805726
675,B,1.0228525155866415
675,C,1.017800799290058
680,A,1.0274793483748883
680,B,1.0209155947023463
680,C,1.0155170337428947
684,A,1.0262930254176377
684,B,1.021159123633084
684,C,1.014464312821265
692,A,1.0273459537344038
692,B,1.0228527640349938
692,C,1.017801101524559
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
