switch_name,phase,p,q,c_mag,current_rating,is_closed
670671,1,0.0,0.0,0.0,200.0,true
670671,2,0.0,0.0,0.0,200.0,true
670671,3,0.0,0.0,0.0,200.0,true
671692,1,0.0,0.0,0.0,200.0,true
671692,2,0.0,0.0,0.0,200.0,true
671692,3,0.0,0.0,0.0,200.0,true
632645,1,162.61296082394986,105.77557983016523,188.98105873538586,200.0,true
632645,2,166.62009259834633,116.79245395090973,199.99999999825158,200.0,true
632645,3,204.9055952322683,-2.981155555829843,199.9999999976574,200.0,true
632633,1,0.0,0.0,0.0,200.0,true
632633,2,0.0,0.0,0.0,200.0,true
632633,3,0.0,0.0,0.0,200.0,true
634675,1,0.0,0.0,0.0,200.0,true
634675,2,0.0,0.0,0.0,200.0,true
634675,3,0.0,0.0,0.0,200.0,true
646611,1,162.61296082394986,105.77594388902938,189.24118687115848,200.0,true
646611,2,34.612960825636016,19.775970114878874,39.19678968870197,200.0,true
646611,3,204.61296082561265,-3.1487395329018155,199.99999999994267,200.0,true
