load_id,pd,qd,pshed,qshed,z_demand
1,0.3720222799018317,0.2557653174325093,159.62797772009816,109.7442346825675,0.002325139249386448
2,28.729846572241556,25.34986462256608,39.270153427758444,34.65013537743392,0.42249774370943466
3,95.44629071715318,54.54073755265895,1059.5537092828467,605.4592624473411,0.08263748114039236
4,204.9114056990758,80.27457130479259,280.0885943009242,109.72542869520741,0.42249774370943466
5,128.0,86.0,0.0,0.0,1.0
6,230.0,132.0,0.0,0.0,1.0
7,58.33924622845397,42.89650457974557,111.66075377154603,82.10349542025443,0.34317203663796453
8,117.0,68.0,0.0,0.0,1.0
9,0.2790167099263738,0.20926253244478032,119.72098329007363,89.79073746755522,0.002325139249386448
10,66.0,38.0,0.0,0.0,1.0
11,0.2790167099263738,0.20926253244478032,119.72098329007363,89.79073746755522,0.002325139249386448
12,122.52434567573606,89.56952166640015,167.47565432426393,122.43047833359985,0.42249774370943466
13,0.0,0.0,170.0,151.0,0.0
14,17.0,10.0,0.0,0.0,1.0
15,170.0,80.0,0.0,0.0,1.0
