bus_name,phase,voltage_pu
611,A,0.9907108217752151
611,B,1.0324396201072337
611,C,0.9725565236244632
632,A,0.996586409258023
632,B,1.0366780841167655
632,C,0.982952090557656
633,A,0.9965863979719236
633,B,1.0366780809796425
633,C,0.9829520832609092
634,A,0.9889369090916519
634,B,1.0394993786133349
634,C,0.9736608934077249
645,A,0.0
645,B,0.0
645,C,0.0
646,A,0.0
646,B,0.0
646,C,0.0
652,A,0.9845666690287419
652,B,1.0346317026100467
652,C,0.9733904218728747
670,A,0.9910788067353786
670,B,1.032705971064505
670,C,0.9748478411533087
671,A,0.9910787977519838
671,B,1.0327059646017356
671,C,0.974847831275831
675,A,0.9889369005899132
675,B,1.0394993774793186
675,C,0.9736608882444544
680,A,0.9910788104150258
680,B,1.032705979260976
680,C,0.9748478452286041
684,A,0.9898498605138131
684,B,1.0329720382819463
684,C,0.973678463379656
692,A,0.9889371407780375
692,B,1.0394996372015939
692,C,0.9736611913768926
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
