load_id,efficiency,proportional,equality_min,min_max,jain,palma
1,10.00000009993611,1.0099999899999998,11.834810937388962,1.791195428407137,1.0000003511908455,10.0
2,3.000000070513497,1.0099999899999998,2.000000024885422,1.7971241844939432,1.0000118982172959,10.0
3,10.00000009997494,1.0099999899999998,15.76963002296754,4.5234273381870524,10.000000089149987,10.0
4,3.0000000786780903,1.0099999899999998,26.185943676426028,1.788714003699052,1.0000015810192966,10.0
5,10.00000009992484,1.0099999899999998,10.126952764930314,1.7916442806201964,1.0000004032257475,10.0
6,10.00000009996241,1.0099999899999998,5.603768609961788,1.7871317702457963,1.000000275860967,10.0
7,10.000000099924813,1.0099999899999998,13.468073535201581,1.798680463971854,1.0000004596545922,10.0
8,3.000000500495349,1.0099999899999998,10.00000009986225,1.7985182682945,9.999535282920702,10.0
9,10.000000099914798,1.0099999899999998,10.000000099998664,1.7930177261286575,1.0000004717179367,10.0
10,3.000001277279874,1.0099999899999998,10.000000099598909,1.7985111843959585,9.998655472656921,10.0
11,10.000000099914798,1.0099999899999998,10.000000100000268,1.7930005683990646,1.000000471721568,10.0
12,3.0000000777956797,1.0099999899999998,2.0000000250472603,1.7926647625607894,1.000002740757034,10.0
13,2.5000001675277583,1.0099999899999998,0.999999990000311,1.7985600569409161,9.999930930442645,10.0
14,3.000035323913195,1.0099999899999998,10.000000095176315,1.7985030066542336,9.970527495943886,10.0
15,3.0000000781040552,1.0099999899999998,12.067040427223803,1.7870892551648159,1.0000004623462329,10.0
