bus_name,phase,voltage_pu
611,A,464.19885340917654
611,B,413.0650235155151
611,C,2.575707565709176
632,A,1.0320758767410285
632,B,1.0261713549224047
632,C,1.024675638516527
633,A,530.8829888962259
633,B,481.01811324434885
633,C,550.40327869366
634,A,530.8829866060158
634,B,481.0181109544302
634,C,550.4032759435518
645,A,342.98412151355745
645,B,1161.981319184089
645,C,671.3401693937
646,A,342.984121957271
646,B,1161.9813202121516
646,C,671.3401693570501
652,A,464.1980620258755
652,B,413.0656762957064
652,C,1.8786050961419747
670,A,1.0327681671992472
670,B,1.0248944889244938
670,C,1.0229089163242882
671,A,464.1973454688003
671,B,413.066238230077
671,C,1.8757108304739296
675,A,0.09009040667197492
675,B,0.6732400510836063
675,C,0.07156486749056762
680,A,464.1973525404848
680,B,413.0662456475948
680,C,1.8757114993818618
684,A,464.19806746219064
684,B,413.0656695149327
684,C,1.8786078610830987
692,A,0.019685447517617527
692,B,0.6723836060935624
692,C,0.022687195619289873
rg60,A,1.03
rg60,B,1.03
rg60,C,1.03
