load_id,pd,qd,pshed,qshed,z_demand
1,110.1960924384556,75.75981355143823,49.803907561544406,34.24018644856177,0.6887255777403475
2,0.0,0.0,68.0,60.0,0.0
3,0.0,0.0,1155.0,660.0,0.0
4,0.0,0.0,485.0,190.0,0.0
5,0.0,0.0,128.0,86.0,0.0
6,0.0,0.0,230.0,132.0,0.0
7,0.0,0.0,170.0,125.0,0.0
8,117.0,68.0,0.0,0.0,1.0
9,82.6470693288417,61.98530199663127,37.352930671158305,28.01469800336873,0.6887255777403475
10,66.0,38.0,0.0,0.0,1.0
11,82.6470693288417,61.98530199663127,37.352930671158305,28.01469800336873,0.6887255777403475
12,0.0,0.0,290.0,212.0,0.0
13,170.0,151.0,0.0,0.0,1.0
14,17.0,10.0,0.0,0.0,1.0
15,0.0,0.0,170.0,80.0,0.0
