load_id,pd,qd,pshed,qshed,z_demand
1,0.37502955609975575,0.2578328198185821,159.62497044390025,109.74216718018141,0.0023439347256234734
2,28.20365256682682,24.885575794258955,39.79634743317318,35.114424205741045,0.4147595965709826
3,524.3139543390222,299.6079739080127,630.6860456609778,360.3920260919873,0.45395147561820104
4,201.15840433692657,78.80432334848669,283.84159566307346,111.19567665151331,0.4147595965709826
5,0.0,0.0,128.0,86.0,0.0
6,0.0,0.0,230.0,132.0,0.0
7,0.0,0.0,170.0,125.0,0.0
8,117.0,68.0,0.0,0.0,1.0
9,0.28127216707481684,0.2109541253061126,119.71872783292518,89.78904587469388,0.0023439347256234734
10,66.0,38.0,0.0,0.0,1.0
11,0.28127216707481684,0.2109541253061126,119.71872783292518,89.78904587469388,0.0023439347256234734
12,120.28028300558495,87.92903447304832,169.71971699441505,124.07096552695168,0.4147595965709826
13,0.0,0.0,170.0,151.0,0.0
14,17.0,10.0,0.0,0.0,1.0
15,24.869143968501014,11.703126573412241,145.13085603149898,68.29687342658775,0.14628908216765302
