bus_name,phase,voltage_pu
611,A,1.0260164703891161
611,B,1.0091586728656556
611,C,1.0211779526003435
632,A,1.0272861663886477
632,B,1.0135671625960399
632,C,1.0216611487095784
633,A,1.0272861629240286
633,B,1.0135671604332197
633,C,1.021661146212863
634,A,1.0262245692554586
634,B,1.0144096754480223
634,C,1.0208549387394572
645,A,1.0272861663886477
645,B,1.0135671596631588
645,C,1.0216611467574146
646,A,1.0278516607737969
646,B,1.0118697681699504
646,C,1.0206224666646633
652,A,1.0258613268127073
652,B,1.0095793617215567
652,C,1.0203376953647463
670,A,1.0259358403448522
670,B,1.0098892683059277
670,C,1.0194990804072253
671,A,1.0259358373453105
671,B,1.0098892653034928
671,C,1.0194990769500178
675,A,1.0262245684985227
675,B,1.014409675340659
675,C,1.0208549382844758
680,A,1.0259358505467913
680,B,1.0098892793074143
680,C,1.0194990916415951
684,A,1.0259645450750334
684,B,1.0095460331600419
684,C,1.0203453175483617
692,A,1.026224841051905
692,B,1.0144099188974809
692,C,1.0208552403874331
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
