load_id,pd,qd,pshed,qshed,z_demand
1,113.21884839275803,77.83795827002115,46.781151607241966,32.16204172997885,0.7076178024547377
2,0.0,0.0,68.0,60.0,0.0
3,0.0,0.0,1155.0,660.0,0.0
4,0.0,0.0,485.0,190.0,0.0
5,0.0,0.0,128.0,86.0,0.0
6,0.0,0.0,230.0,132.0,0.0
7,0.0,0.0,170.0,125.0,0.0
8,117.0,68.0,0.0,0.0,1.0
9,84.91413629456852,63.68560222092639,35.08586370543148,26.31439777907361,0.7076178024547377
10,66.0,38.0,0.0,0.0,1.0
11,84.91413629456852,63.68560222092639,35.08586370543148,26.31439777907361,0.7076178024547377
12,0.0,0.0,290.0,212.0,0.0
13,170.0,151.0,0.0,0.0,1.0
14,17.0,10.0,0.0,0.0,1.0
15,0.0,0.0,170.0,80.0,0.0
