bus_name,phase,voltage_pu
611,A,0.0
611,B,0.0
611,C,0.0
632,A,1.032290037741551
632,B,0.7213030716866922
632,C,1.0286149040641595
633,A,0.9807379360342284
633,B,0.7213030689961331
633,C,1.0286149012054826
634,A,0.980951633114337
634,B,0.7200624592723079
634,C,1.0285035401794407
645,A,0.0
645,B,0.0
645,C,0.0
646,A,0.0
646,B,0.0
646,C,0.0
652,A,0.0
652,B,0.0
652,C,0.0
670,A,1.032908735394037
670,B,0.7194628620739382
670,C,1.0271214558702284
671,A,0.0
671,B,0.0
671,C,0.0
675,A,0.7820267732927826
675,B,0.7200624590720385
675,C,1.0285035387522352
680,A,0.0
680,B,0.0
680,C,0.0
684,A,0.0
684,B,0.0
684,C,0.0
692,A,0.7794883521312939
692,B,0.7213442568163461
692,C,1.0265162836140056
rg60,A,1.029999999950768
rg60,B,1.0299999999540745
rg60,C,1.0300000000018485
