bus_name,phase,voltage_pu
611,A,1.0251450556311106
611,B,1.0100330432369322
611,C,1.0196283497406062
632,A,1.0264147674645965
632,B,1.0144393174219022
632,C,1.0201167145488028
633,A,1.0264147639970114
633,B,1.0144393153686233
633,C,1.0201167117407712
634,A,1.0251052144401775
634,B,1.0155404092355398
634,C,1.0187702810479597
645,A,1.0264147674645965
645,B,1.0144393144869739
645,C,1.0201167125936776
646,A,1.0269809869279245
646,B,1.0127434583969688
646,C,1.019075244075359
652,A,1.0250030495089706
652,B,1.010449221186666
652,C,1.0187861466133274
670,A,1.025063714027213
670,B,1.0107636170805516
670,C,1.0179437344492932
671,A,1.0250637110250949
671,B,1.010763614075778
671,C,1.0179437309888129
675,A,1.0251052136818284
675,B,1.0155404092355398
675,C,1.0187702802849175
680,A,1.0250637242122607
680,B,1.0107636280990095
680,C,1.0179437456557254
684,A,1.025095010521967
684,B,1.010419534003031
684,C,1.018792931981953
692,A,1.0241793683568834
692,B,1.0157927886902918
692,C,1.0181798230873584
rg60,A,1.0299999999999998
rg60,B,1.03
rg60,C,1.0299999999999998
